2.1500	3.0499	5.6347
2.2300	3.0499	5.4904
2.3101	3.0499	5.7000
2.3902	3.0499	5.5174
2.4703	3.0499	5.5784
2.5503	3.0499	5.6696
2.6304	3.0499	5.5670
2.7105	3.0499	5.5725
2.7906	3.0499	5.5767
2.8707	3.0499	5.5884
2.9507	3.0499	5.5424
3.0308	3.0499	5.5491
3.1910	3.0499	5.6120
3.2711	3.0499	5.6619
3.3511	3.0499	5.6658
3.4312	3.0499	5.5986
3.5113	3.0499	5.6116
3.5914	3.0499	5.5951
3.6714	3.0499	5.5475
3.7515	3.0499	5.6380
3.8316	3.0499	5.6073
3.9117	3.0499	5.6499
3.9918	3.0499	5.6235
4.0718	3.0499	5.6078
4.1519	3.0499	5.7136
4.2320	3.0499	5.6239
4.3121	3.0499	5.5896
4.3922	3.0499	5.6281
4.4723	3.0499	5.6306
4.5523	3.0499	5.6084
4.6324	3.0499	5.6253
4.7125	3.0499	5.6793
4.7926	3.0499	5.6006
4.8726	3.0499	5.6863
4.9528	3.0499	5.6347
5.0328	3.0499	5.6850
5.1129	3.0499	5.6672
5.1930	3.0499	5.6872
5.2731	3.0499	5.6285
5.3531	3.0499	5.6772
5.4332	3.0499	5.6393
5.5133	3.0499	5.5362
5.6735	3.0499	5.6885
5.7536	3.0499	5.6689
5.8336	3.0499	5.6196
5.9137	3.0499	5.6624
5.9938	3.0499	5.5763
6.0739	3.0499	5.5671
6.1540	3.0499	5.7295
6.2340	3.0499	5.6878
6.3141	3.0499	5.7731
6.3942	3.0499	5.5829
6.4743	3.0499	5.6449
6.5544	3.0499	5.5892
6.6345	3.0499	5.7458
6.7145	3.0499	5.6944
6.7946	3.0499	5.6758
6.8747	3.0499	5.7642
6.9548	3.0499	5.6704
7.0348	3.0499	5.6043
7.1149	3.0499	5.7794
7.2751	3.0499	5.6865
7.3552	3.0499	5.7555
7.4353	3.0499	5.7324
7.5153	3.0499	5.6242
7.5954	3.0499	5.6959
7.6755	3.0499	5.6638
7.7556	3.0499	5.6509
7.8357	3.0499	5.6678
7.9157	3.0499	5.5803
7.9958	3.0499	5.7575
8.0759	3.0499	5.6714
8.1560	3.0499	5.6798
8.2360	3.0499	5.5873
8.3161	3.0499	5.6550
8.3962	3.0499	5.7006
8.4763	3.0499	5.7426
8.5564	3.0499	5.6851
8.6365	3.0499	5.6838
8.7165	3.0499	5.6459
8.7966	3.0499	5.7508
8.8767	3.0499	5.6240
8.9568	3.0499	5.6917
9.0369	3.0499	5.6950
9.1169	3.0499	5.7314
9.1970	3.0499	5.7010
9.2771	3.0499	5.7035
9.3571	3.0499	5.7069
9.4372	3.0499	5.8516
9.5173	3.0499	5.7560
9.5974	3.0499	5.7108
9.6774	3.0499	5.7425
9.7575	3.0499	5.7333
9.8376	3.0499	5.7187
9.9177	3.0499	5.7275
9.9977	3.0499	5.7600
2.1500	3.1299	5.5182
2.2301	3.1299	5.5285
2.3101	3.1299	5.6614
2.3902	3.1299	5.4572
2.4703	3.1299	5.5933
2.5504	3.1299	5.5654
2.6305	3.1299	5.6097
2.7106	3.1299	5.5603
2.8707	3.1299	5.5409
2.9508	3.1299	5.5402
3.0308	3.1299	5.5660
3.1109	3.1299	5.6095
3.1910	3.1299	5.6392
3.2711	3.1299	5.6080
3.4312	3.1299	5.5835
3.5113	3.1299	5.6406
3.5914	3.1299	5.5768
3.6714	3.1299	5.5861
3.7515	3.1299	5.6873
3.8316	3.1299	5.6569
3.9117	3.1299	5.6161
3.9918	3.1299	5.6151
4.0718	3.1299	5.6533
4.1519	3.1299	5.6809
4.2320	3.1299	5.5959
4.3121	3.1299	5.5900
4.3921	3.1299	5.5813
4.4722	3.1299	5.6213
4.5523	3.1299	5.5853
4.6324	3.1299	5.6317
4.7125	3.1299	5.6646
4.7925	3.1299	5.6385
4.8726	3.1299	5.6615
4.9527	3.1299	5.6245
5.0328	3.1299	5.6484
5.1128	3.1299	5.6735
5.1929	3.1299	5.6448
5.2730	3.1299	5.6708
5.3531	3.1299	5.6693
5.4331	3.1299	5.6957
5.5132	3.1299	5.6399
5.5933	3.1299	5.7183
5.6734	3.1299	5.6349
5.7534	3.1299	5.6731
5.8335	3.1299	5.6712
5.9136	3.1299	5.6502
5.9937	3.1299	5.6900
6.0738	3.1299	5.5880
6.1538	3.1299	5.6728
6.2339	3.1299	5.6525
6.3140	3.1299	5.6843
6.3940	3.1299	5.6107
6.4741	3.1299	5.6459
6.5542	3.1299	5.5204
6.6343	3.1299	5.7593
6.7144	3.1299	5.6307
6.7945	3.1299	5.6426
6.8745	3.1299	5.7322
6.9546	3.1299	5.6271
7.0347	3.1299	5.7044
7.1148	3.1299	5.6859
7.1949	3.1299	5.7617
7.2749	3.1299	5.7530
7.3550	3.1299	5.7692
7.4351	3.1299	5.7480
7.5152	3.1299	5.6522
7.5952	3.1299	5.7159
7.6753	3.1299	5.6916
7.7554	3.1299	5.6699
7.8355	3.1299	5.6645
7.9156	3.1299	5.6232
7.9956	3.1299	5.8288
8.0757	3.1299	5.6353
8.1558	3.1299	5.7459
8.2359	3.1299	5.6527
8.3159	3.1299	5.6834
8.3960	3.1299	5.7057
8.4761	3.1299	5.7303
8.5562	3.1299	5.6541
8.6363	3.1299	5.6778
8.7163	3.1299	5.6872
8.7964	3.1299	5.6329
8.8765	3.1299	5.6524
8.9566	3.1299	5.6710
9.0367	3.1299	5.6934
9.1168	3.1299	5.7197
9.1968	3.1299	5.7391
9.2769	3.1299	5.7340
9.3570	3.1299	5.6910
9.4370	3.1299	5.7893
9.5171	3.1299	5.7915
9.5972	3.1299	5.7364
9.6773	3.1299	5.6972
9.7574	3.1299	5.7762
9.8375	3.1299	5.6491
9.9175	3.1299	5.7692
9.9976	3.1299	5.8025
2.1500	3.2099	5.4704
2.2301	3.2099	5.5099
2.3101	3.2099	5.5351
2.3902	3.2099	5.5874
2.4703	3.2099	5.5684
2.5504	3.2099	5.5399
2.6305	3.2099	5.5995
2.7105	3.2099	5.5920
2.7906	3.2099	5.5706
2.8707	3.2099	5.5406
2.9508	3.2099	5.6031
3.0308	3.2099	5.6256
3.1109	3.2099	5.6479
3.1909	3.2099	5.5876
3.2710	3.2099	5.6205
3.3511	3.2099	5.6810
3.4312	3.2099	5.6653
3.5113	3.2099	5.5519
3.5913	3.2099	5.6472
3.6714	3.2099	5.6028
3.7515	3.2099	5.5742
3.8316	3.2099	5.6099
3.9116	3.2099	5.6054
3.9917	3.2099	5.5581
4.0718	3.2099	5.5776
4.1519	3.2099	5.6847
4.2319	3.2099	5.5938
4.3120	3.2099	5.6143
4.3921	3.2099	5.6952
4.5522	3.2099	5.6941
4.6323	3.2099	5.7024
4.7124	3.2099	5.6661
4.7925	3.2099	5.6302
4.8726	3.2099	5.6614
4.9526	3.2099	5.6717
5.0327	3.2099	5.6103
5.1128	3.2099	5.6637
5.1928	3.2099	5.6390
5.2729	3.2099	5.6295
5.3530	3.2099	5.6435
5.4330	3.2099	5.6247
5.5131	3.2099	5.6573
5.5932	3.2099	5.6643
5.6733	3.2099	5.5947
5.7534	3.2099	5.5774
5.8335	3.2099	5.7239
5.9135	3.2099	5.6416
5.9936	3.2099	5.6377
6.0737	3.2099	5.7046
6.1538	3.2099	5.6345
6.2338	3.2099	5.6731
6.3139	3.2099	5.6193
6.3940	3.2099	5.5773
6.4741	3.2099	5.6883
6.5541	3.2099	5.5864
6.6342	3.2099	5.6734
6.7143	3.2099	5.6214
6.7944	3.2099	5.6464
6.8745	3.2099	5.6953
6.9545	3.2099	5.6488
7.0346	3.2099	5.6947
7.1147	3.2099	5.6970
7.1948	3.2099	5.7629
7.2748	3.2099	5.7708
7.3549	3.2099	5.6836
7.4350	3.2099	5.6678
7.5151	3.2099	5.6410
7.5952	3.2099	5.7473
7.6752	3.2099	5.6733
7.7553	3.2099	5.7171
7.8354	3.2099	5.7011
7.9155	3.2099	5.6948
7.9955	3.2099	5.7101
8.0756	3.2099	5.6364
8.1557	3.2099	5.6712
8.2358	3.2099	5.6684
8.3959	3.2099	5.7533
8.4760	3.2099	5.6617
8.5561	3.2099	5.7012
8.6362	3.2099	5.6971
8.7163	3.2099	5.7551
8.7964	3.2099	5.7287
8.8764	3.2099	5.6747
8.9565	3.2099	5.6846
9.0366	3.2099	5.6973
9.1167	3.2099	5.6781
9.1967	3.2099	5.7364
9.3569	3.2099	5.6663
9.4370	3.2099	5.7941
9.5171	3.2099	5.7288
9.5971	3.2099	5.7705
9.6772	3.2099	5.7797
9.7573	3.2099	5.7079
9.8373	3.2099	5.7179
9.9174	3.2099	5.7418
9.9975	3.2099	5.6954
2.1500	3.2899	5.5245
2.2300	3.2899	5.5759
2.3101	3.2899	5.6356
2.4703	3.2899	5.6091
2.5503	3.2899	5.6366
2.6304	3.2899	5.5516
2.7105	3.2899	5.5529
2.7906	3.2899	5.5560
2.8707	3.2899	5.6695
2.9507	3.2899	5.5110
3.0308	3.2899	5.6793
3.1109	3.2899	5.5478
3.1909	3.2899	5.6506
3.2710	3.2899	5.6316
3.3511	3.2899	5.6018
3.4312	3.2899	5.6580
3.5113	3.2899	5.5380
3.5913	3.2899	5.6345
3.6714	3.2899	5.6414
3.7515	3.2899	5.5521
3.8316	3.2899	5.6340
3.9116	3.2899	5.6352
3.9917	3.2899	5.6708
4.0718	3.2899	5.6066
4.1519	3.2899	5.6248
4.2320	3.2899	5.6763
4.3120	3.2899	5.5099
4.3921	3.2899	5.6272
4.4722	3.2899	5.6111
4.5522	3.2899	5.6389
4.6323	3.2899	5.7105
4.7124	3.2899	5.6296
4.7925	3.2899	5.5949
4.8726	3.2899	5.6301
4.9526	3.2899	5.7106
5.0327	3.2899	5.6138
5.1128	3.2899	5.6650
5.1929	3.2899	5.6374
5.2729	3.2899	5.6348
5.3530	3.2899	5.6645
5.4331	3.2899	5.6038
5.5132	3.2899	5.6794
5.5933	3.2899	5.6799
5.6733	3.2899	5.6588
5.7534	3.2899	5.6262
5.8335	3.2899	5.6722
5.9136	3.2899	5.5941
5.9937	3.2899	5.6134
6.1538	3.2899	5.6343
6.2339	3.2899	5.6091
6.3139	3.2899	5.6734
6.3940	3.2899	5.7490
6.4741	3.2899	5.6637
6.5542	3.2899	5.5912
6.6342	3.2899	5.7064
6.7143	3.2899	5.6733
6.7944	3.2899	5.7163
6.8745	3.2899	5.6640
6.9546	3.2899	5.6999
7.0347	3.2899	5.6081
7.1949	3.2899	5.7446
7.2749	3.2899	5.7155
7.3550	3.2899	5.5883
7.4351	3.2899	5.7261
7.5152	3.2899	5.6668
7.5953	3.2899	5.7193
7.6753	3.2899	5.6904
7.7554	3.2899	5.7129
7.8355	3.2899	5.6557
7.9156	3.2899	5.6908
7.9957	3.2899	5.6927
8.0757	3.2899	5.7123
8.1558	3.2899	5.7192
8.2359	3.2899	5.7192
8.3160	3.2899	5.6519
8.3961	3.2899	5.7479
8.4761	3.2899	5.7667
8.5562	3.2899	5.7366
8.6363	3.2899	5.7721
8.7164	3.2899	5.6534
8.7965	3.2899	5.7762
8.8765	3.2899	5.6775
9.0367	3.2899	5.7362
9.1168	3.2899	5.6727
9.1969	3.2899	5.7386
9.2770	3.2899	5.6595
9.3570	3.2899	5.7162
9.4371	3.2899	5.7246
9.5172	3.2899	5.6720
9.5973	3.2899	5.7122
9.6774	3.2899	5.8432
9.7574	3.2899	5.7005
9.8375	3.2899	5.8401
9.9176	3.2899	5.6739
9.9977	3.2899	5.6375
2.1500	3.3699	5.5777
2.2300	3.3699	5.6213
2.3101	3.3698	5.6479
2.3902	3.3698	5.6140
2.4702	3.3698	5.5668
2.5503	3.3698	5.5731
2.6304	3.3698	5.5544
2.7105	3.3698	5.5803
2.7906	3.3698	5.6236
2.8706	3.3698	5.5634
2.9507	3.3698	5.6088
3.0308	3.3698	5.5840
3.1109	3.3698	5.6707
3.1909	3.3698	5.5965
3.2710	3.3698	5.5932
3.3511	3.3698	5.5967
3.4312	3.3698	5.6371
3.5113	3.3698	5.6298
3.5913	3.3698	5.6120
3.6714	3.3698	5.6711
3.7515	3.3698	5.6413
3.8316	3.3698	5.6144
3.9116	3.3698	5.6402
3.9917	3.3698	5.6690
4.0718	3.3698	5.5404
4.1519	3.3698	5.6296
4.2320	3.3698	5.6878
4.3120	3.3698	5.5573
4.3921	3.3698	5.5736
4.4722	3.3698	5.5830
4.5523	3.3698	5.6601
4.6324	3.3698	5.6333
4.7125	3.3698	5.6918
4.7925	3.3698	5.6315
4.8726	3.3698	5.6936
4.9527	3.3698	5.6658
5.0328	3.3698	5.6401
5.1129	3.3698	5.6930
5.1930	3.3698	5.6476
5.4332	3.3698	5.7209
5.5133	3.3698	5.7161
5.5934	3.3698	5.6277
5.6735	3.3698	5.7636
5.8336	3.3698	5.6586
5.9137	3.3698	5.6128
5.9938	3.3698	5.5975
6.0738	3.3698	5.6651
6.1539	3.3698	5.7088
6.2340	3.3698	5.6321
6.3141	3.3698	5.6219
6.3942	3.3698	5.7768
6.4743	3.3698	5.6344
6.5543	3.3698	5.8066
6.6344	3.3698	5.6967
6.7145	3.3698	5.6642
6.7946	3.3698	5.7057
6.8747	3.3698	5.7070
6.9548	3.3698	5.6938
7.0348	3.3698	5.6631
7.1149	3.3698	5.6847
7.1950	3.3698	5.6890
7.2751	3.3698	5.7081
7.3552	3.3698	5.6727
7.4353	3.3698	5.6939
7.5154	3.3698	5.7361
7.5954	3.3698	5.7363
7.6755	3.3698	5.6853
7.7556	3.3698	5.7028
7.8357	3.3698	5.6461
7.9158	3.3698	5.6299
7.9958	3.3698	5.7082
8.0759	3.3698	5.6265
8.1560	3.3698	5.7182
8.2361	3.3698	5.7029
8.3161	3.3698	5.6925
8.3962	3.3698	5.7152
8.4763	3.3698	5.7070
8.5564	3.3698	5.7440
8.6365	3.3698	5.7139
8.7166	3.3698	5.7824
8.7966	3.3698	5.7184
